parkcode,name,lat,long,description
/wiki/Cedar_Bluff_State_Park,Cedar Bluff State Park,38.81,-99.73,"b'Cedar Bluff State Park is a public recreation area located 21 miles (34\xc2\xa0km) southeast of WaKeeney and 23 miles (37\xc2\xa0km) southwest of Ellis in Trego County, Kansas, United States.'"
/wiki/Clinton_State_Park,Clinton State Park,38.93,-95.33,"b'Clinton State Park is a public recreation area located on the north shore of Clinton Lake at the western edge of Lawrence, Kansas, United States.[2]'"
/wiki/Crawford_State_Park_(Kansas),Crawford State Park (Kansas),37.64,-94.81,"b'Crawford State Park is a state park in Crawford County, Kansas, United States, located 9 miles (14\xc2\xa0km) north of Girard.'"
/wiki/Cross_Timbers_State_Park,Cross Timbers State Park,37.77,-95.94,"b'Cross Timbers State Park is a state park in Woodson County, Kansas, United States.  It is located immediately south of Toronto.'"
/wiki/Eisenhower_State_Park_(Kansas),Eisenhower State Park (Kansas),38.52,-95.75,"b'Eisenhower State Park is a state park in Osage County, Kansas, United States, located 30 miles (48\xc2\xa0km) northeast of Emporia and 35 miles (56\xc2\xa0km) south of Topeka.'"
/wiki/El_Dorado_State_Park,El Dorado State Park,37.86,-96.77,"b'El Dorado State Park is a state park in Butler County, Kansas, United States, located just north of El Dorado.'"
/wiki/Elk_City_State_Park,Elk City State Park,37.26,-95.77,"b'Elk City State Park is a state park in Montgomery County, Kansas, United States, located west of Independence.'"
/wiki/Fall_River_State_Park,Fall River State Park,37.66,-96.09,"b'Fall River State Park is a state park in Greenwood County, Kansas USA, southwest of the city of Toronto. Located near the Flint Hills, Fall River State Park is 980 acres (4.0\xc2\xa0km2) and can be accessed by going along 144 Highway 105. The state park features six different hiking trails including Casner Creek, Turkey Run, Post Oak, Overlook, Bluestem, and Catclaw.[2]'"
/wiki/Waconda_Lake,Waconda Lake,39.49,-98.37,"b'Waconda Lake, also known as Glen Elder Reservoir, is a reservoir in Mitchell County and Osborne County, Kansas, United States.[1][5] Built and managed by the U.S. Bureau of Reclamation for flood control and irrigation, it is also used for recreation. Glen Elder State Park is located on its north shore.[6]'"
/wiki/Hillsdale_State_Park,Hillsdale State Park,38.67,-94.92,"b'Hillsdale State Park is a state park in Paola, Kansas, United States.'"
/wiki/Kaw_River_State_Park,Kaw River State Park,39.07,-95.76,"b'Kaw River State Park is a state park in Topeka, Kansas, USA. Kaw River, the only urban type state park in Kansas, is relatively small at 76 acres (31\xc2\xa0ha). The property was donated to the state in 2005 and officially opened to the public on September 4, 2010, making it the most recent unit of the Kansas State Park service.'"
/wiki/Kanopolis_State_Park,Kanopolis State Park,38.66,-98.00,"b'Kanopolis State Park contains a reservoir, desert plants such as yucca, a prairie dog town, and scenic sandstone canyons.  It is located in the Smoky Hills region of the U.S. state of Kansas.  The park is located southwest of the city of Salina, just south of I-70.'"
/wiki/Lovewell_State_Park,Lovewell State Park,39.90,-98.05,"b'Lovewell State Park is a state park in Jewell County, Kansas, United States.  It is located near the city of Webber.  Established in 1967, the 1,160-acre (470\xc2\xa0ha) state park features utility camping, cabins and a beach. The park has access to Lovewell Reservoir.'"
/wiki/Meade_State_Park,Meade State Park,37.17,-100.45,"b'Meade State Park is a state park southwest of the city of Meade in Meade County, Kansas, United States. The park features an 80-acre (32\xc2\xa0ha) fishing lake, swimming beach, campgrounds with both electric and non-electric sites, and two short nature trails.'"
/wiki/Milford_Lake,Milford Lake,39.08,-96.90,"b'Milford Lake, also known as Milford Reservoir, is the largest man-made lake in Kansas with 15,700 acres (64\xc2\xa0km2) of water. Over 33,000 acres (130\xc2\xa0km2) of land resources are managed for quality recreational experiences as well as for protection of the project\xe2\x80\x99s natural and cultural resources. Approximately 70% of the land resources are available for public hunting.'"
/wiki/Mushroom_Rock_State_Park,Mushroom Rock State Park,38.73,-98.03,"b'Mushroom Rock State Park, located in the Smoky Hills region of north-central Kansas, is noted for its mushroom rock formations. These rocks are the remains of beach sands and sediments of the Cretaceous Period, the interval of geologic time from about 144 to 66 million years ago. Sandstone and sedimentary rock is held together by natural cement. The concretions that make up Mushroom Rocks are cemented calcium carbonate. The largest rock measures 27 feet in diameter.[1]There are two mushrooms and a giant shoe rock, as well as numerous other rock formations in the 5-acre (2.0\xc2\xa0ha) park. Mushroom Rock is Kansas\'s smallest state park.[2] As well as being ""one of the 8 wonders of Kansas Geography.""[3]Mushroom Rock State Park is managed by Kanopolis State Park,[1] under regulation of Kansas Department of Wildlife, Parks and Tourism. The rock used to serve as meeting places for pioneers and Native Americans.[1]'"
/wiki/Perry_State_Park,Perry State Park,39.14,-95.49,"b'Perry State Park is a state park located in Jefferson County, near Ozawkie, Kansas, United States, 20 miles (32\xc2\xa0km) northeast of Topeka.'"
/wiki/Pomona_State_Park,Pomona State Park,38.66,-95.60,"b'Pomona State Park, previously called Vassar State Park, is located on the south shore of Pomona Lake, northeast of the community of Vassar in Osage County, Kansas, United States. In addition to a dozen different campgrounds with some 350 modern and primitive campsites and a full-service marina, the park offers facilities for swimming, hiking, and picnicking. It is accessed by K-368, between Vassar, Kansas and nearby Overbrook, Kansas.'"
/wiki/Prairie_Dog_State_Park,Prairie Dog State Park,39.81,-99.95,"b""Prairie Dog State Park is a Kansas State Park located 4 miles west of Norton, Kansas, United States on Highway 261. Located in western Kansas, the Prairie Dog State Park is named after the creek that feeds into the Keith Sebelius reservoir, and had no prairie dog populations living there when it was established in 1967. Prairie dogs were introduced in the 1980's and the state park now holds a thriving colony of about 300."""
/wiki/Sand_Hills_State_Park,Sand Hills State Park,38.12,-97.84,"b'Sand Hills State Park is located north of the city of Hutchinson in Reno County, Kansas, United States.[1]'"
/wiki/Lake_Scott_State_Park,Lake Scott State Park,38.68,-100.92,"b'Lake Scott State Park is a 1,280-acre (520\xc2\xa0ha) Kansas state park in Scott County, Kansas in the United States. The park was established in 1928 following a donation of the land by the Herbert Steele family. The park, also known as Scott State Park, surrounds Lake Scott, a spring-fed freshwater lake. Lake Scott State Park is between Oakley and Scott City, about one mile west of U.S. Route 83 on Route K-95. The park is open for year-round recreation including camping, hunting, fishing, hiking, boating and picnicking.[2] Lake Scott State Park is home to the only known Indian pueblo in Kansas, El Cuartelejo.[3]'"
/wiki/Little_Jerusalem_Badlands_State_Park,Little Jerusalem Badlands State Park,38.80,-100.94,"b'Little Jerusalem Badlands State Park is a 330 acres (130\xc2\xa0ha) state park in Logan County, Kansas, United States.[1] It is owned by The Nature Conservancy and located about 25 miles (40\xc2\xa0km) south of Oakley and a similar distance north of Scott City.'"
/wiki/Tuttle_Creek_Lake,Tuttle Creek Lake,39.26,-96.59,"b'Tuttle Creek Lake is a reservoir on the Big Blue River 5 miles (8\xc2\xa0km) north of Manhattan, in the Flint Hills region of northeast Kansas.  It was built and is operated by the Army Corps of Engineers for the primary purpose of flood control. Secondary functions of the project include release of water stores to maintain barge traffic on the Mississippi River during seasons of drought, maintenance of a multi-use conservation pool for fish and wildlife enhancement and recreation (fishing, hunting, and boating), and release of sufficient water in droughts to maintain water quality for downstream communities.[4]'"
/wiki/Webster_State_Park,Webster State Park,39.41,-99.45,"b'Webster State Park is a state park of Kansas, United States.  It is located west of the city of Stockton in Rooks County.  The park offers camping as well as boating on Webster Reservoir.'"
/wiki/Wilson_State_Park_(Kansas),Wilson State Park (Kansas),38.92,-98.50,"b""Wilson State Park is a public recreation area found on the south shore of 9,000-acre (3,600\xc2\xa0ha) Wilson Lake reservoir approximately 10 miles (16\xc2\xa0km) north of the city of Wilson in Russell County, Kansas, United States. Located at the reservoir's eastern end, the state park covers 945 acres (382\xc2\xa0ha) divided into two areas by the reservoir's southeastern arm: the Hell Creek area on the west side and the Otoe area on the east side. The Hell Creek area hosts a marina. Both areas include hiking trails, swimming beaches, boat ramps, and camping facilities.[2][3][4]"""
"/wiki/Aroostook_County,_Maine","Aroostook County, Maine",46.65,-68.59,b''
"/wiki/Androscoggin_County,_Maine","Androscoggin County, Maine",44.17,-70.21,"b""Androscoggin County is a county in the U.S. state of Maine. As of the 2010 census, the county's population was 107,702.[1] Its county seat is Auburn.[2]"""
"/wiki/Aroostook_County,_Maine","Aroostook County, Maine",46.65,-68.59,b''
"/wiki/Piscataquis_County,_Maine","Piscataquis County, Maine",45.84,-69.30,"b'Piscataquis County is a county located in the U.S. state of Maine. As of the 2010 census, its population was 17,535, making it Maine\'s least-populous county.[1] Its county seat is Dover-Foxcroft.[2] The county was incorporated on 23 March 1838, taken from the western part of Penobscot County and the eastern part of Somerset County, and is named for an  Abenaki word meaning ""branch of the river"" or ""at the river branch.""'"
"/wiki/Knox_County,_Maine","Knox County, Maine",44.03,-69.03,"b'Knox County is a county located in the state of Maine, in the United States.  As of the 2010 census, the population was 39,736.[1]  Its county seat is Rockland.[2]  The county is named for American Revolutionary War general and Secretary of War Henry Knox,[3] who lived in the county from 1795 until his death in 1806.  The county was established on April 1, 1860, and is the most recent county to be created in Maine.  It was carved from parts of Waldo and Lincoln counties. The Union Fair, started in 1868, began as the efforts of the North Knox Agricultural and Horticultural Society.[4]'"
"/wiki/Cumberland_County,_Maine","Cumberland County, Maine",43.81,-70.33,"b'Cumberland County is a county in the U.S. state of Maine. As of the 2010 census, the population was 281,674,[1] making it the most populous county in Maine. Its county seat is Portland.[2] Cumberland County was founded in 1760 from a portion of York County, Province of Massachusetts Bay, and named for William, Duke of Cumberland, a son of King George II.[3]'"
"/wiki/Knox_County,_Maine","Knox County, Maine",44.03,-69.03,"b'Knox County is a county located in the state of Maine, in the United States.  As of the 2010 census, the population was 39,736.[1]  Its county seat is Rockland.[2]  The county is named for American Revolutionary War general and Secretary of War Henry Knox,[3] who lived in the county from 1795 until his death in 1806.  The county was established on April 1, 1860, and is the most recent county to be created in Maine.  It was carved from parts of Waldo and Lincoln counties. The Union Fair, started in 1868, began as the efforts of the North Knox Agricultural and Horticultural Society.[4]'"
"/wiki/Washington_County,_Maine","Washington County, Maine",44.97,-67.61,b''
"/wiki/Cumberland_County,_Maine","Cumberland County, Maine",43.81,-70.33,"b'Cumberland County is a county in the U.S. state of Maine. As of the 2010 census, the population was 281,674,[1] making it the most populous county in Maine. Its county seat is Portland.[2] Cumberland County was founded in 1760 from a portion of York County, Province of Massachusetts Bay, and named for William, Duke of Cumberland, a son of King George II.[3]'"
"/wiki/Lincoln_County,_Maine","Lincoln County, Maine",44.00,-69.53,"b'Lincoln County is a county located in the U.S. state of Maine. As of the 2010 census, the population was 34,457.[1] Its seat is Wiscasset.[2] The county was founded in 1760 from a portion of York County, Massachusetts and named after the English city Lincoln,[3] the birthplace of Massachusetts Bay Provincial Governor Thomas Pownall.[4]'"
"/wiki/York_County,_Maine","York County, Maine",43.41,-70.67,"b""York County is the southwesternmost county in the U.S. state of Maine, along the state of New Hampshire's eastern border. It is divided from Strafford County, New Hampshire, by the Salmon Falls River, and the connected tidal estuary\xe2\x80\x94the Piscataqua River."""
"/wiki/Waldo_County,_Maine","Waldo County, Maine",44.48,-69.12,"b'Waldo County is a county in the state of Maine, in the United States.  As of the 2010 census, the population was 38,786.[1]  Its county seat is Belfast.[2] The county was founded on 7 February 1827 from a portion of Hancock County and named after Brigadier-General Samuel Waldo, proprietor of the Waldo Patent.[3][4]'"
"/wiki/Oxford_County,_Maine","Oxford County, Maine",44.49,-70.76,"b'Oxford County is a county in the state of Maine, United States. As of the 2010 Census, the county had a population of 57,833.[1] Its county seat is the town of Paris.[2] The county was formed on March 4, 1805, from northerly portions of York and Cumberland counties. It borders the Canadian province of Quebec.'"
"/wiki/Hancock_County,_Maine","Hancock County, Maine",44.57,-68.37,"b'Hancock County is a county located in the U.S. state of Maine. As of the 2010 census, the population was 54,418.[1]  Its county seat is Ellsworth.[2] The county was incorporated on June 25, 1789 and named for John Hancock,[3] the first governor of the Commonwealth of Massachusetts. The Commissioners are Antonio Blasi, Steven Joy and Percy Brown.'"
"/wiki/Waldo_County,_Maine","Waldo County, Maine",44.48,-69.12,"b'Waldo County is a county in the state of Maine, in the United States.  As of the 2010 census, the population was 38,786.[1]  Its county seat is Belfast.[2] The county was founded on 7 February 1827 from a portion of Hancock County and named after Brigadier-General Samuel Waldo, proprietor of the Waldo Patent.[3][4]'"
"/wiki/Hancock_County,_Maine","Hancock County, Maine",44.57,-68.37,"b'Hancock County is a county located in the U.S. state of Maine. As of the 2010 census, the population was 54,418.[1]  Its county seat is Ellsworth.[2] The county was incorporated on June 25, 1789 and named for John Hancock,[3] the first governor of the Commonwealth of Massachusetts. The Commissioners are Antonio Blasi, Steven Joy and Percy Brown.'"
"/wiki/Piscataquis_County,_Maine","Piscataquis County, Maine",45.84,-69.30,"b'Piscataquis County is a county located in the U.S. state of Maine. As of the 2010 census, its population was 17,535, making it Maine\'s least-populous county.[1] Its county seat is Dover-Foxcroft.[2] The county was incorporated on 23 March 1838, taken from the western part of Penobscot County and the eastern part of Somerset County, and is named for an  Abenaki word meaning ""branch of the river"" or ""at the river branch.""'"
"/wiki/Cumberland_County,_Maine","Cumberland County, Maine",43.81,-70.33,"b'Cumberland County is a county in the U.S. state of Maine. As of the 2010 census, the population was 281,674,[1] making it the most populous county in Maine. Its county seat is Portland.[2] Cumberland County was founded in 1760 from a portion of York County, Province of Massachusetts Bay, and named for William, Duke of Cumberland, a son of King George II.[3]'"
"/wiki/Waldo_County,_Maine","Waldo County, Maine",44.48,-69.12,"b'Waldo County is a county in the state of Maine, in the United States.  As of the 2010 census, the population was 38,786.[1]  Its county seat is Belfast.[2] The county was founded on 7 February 1827 from a portion of Hancock County and named after Brigadier-General Samuel Waldo, proprietor of the Waldo Patent.[3][4]'"
"/wiki/Franklin_County,_Maine","Franklin County, Maine",44.98,-70.44,"b'Franklin County is a county located in the state of Maine, in the United States. As of the 2010 census, the population was 30,768,[1] making it the second-least populous county in Maine. Its county seat is Farmington.[2] The county was established on May 9, 1838 and named for Benjamin Franklin.[3]'"
"/wiki/Piscataquis_County,_Maine","Piscataquis County, Maine",45.84,-69.30,"b'Piscataquis County is a county located in the U.S. state of Maine. As of the 2010 census, its population was 17,535, making it Maine\'s least-populous county.[1] Its county seat is Dover-Foxcroft.[2] The county was incorporated on 23 March 1838, taken from the western part of Penobscot County and the eastern part of Somerset County, and is named for an  Abenaki word meaning ""branch of the river"" or ""at the river branch.""'"
"/wiki/Knox_County,_Maine","Knox County, Maine",44.03,-69.03,"b'Knox County is a county located in the state of Maine, in the United States.  As of the 2010 census, the population was 39,736.[1]  Its county seat is Rockland.[2]  The county is named for American Revolutionary War general and Secretary of War Henry Knox,[3] who lived in the county from 1795 until his death in 1806.  The county was established on April 1, 1860, and is the most recent county to be created in Maine.  It was carved from parts of Waldo and Lincoln counties. The Union Fair, started in 1868, began as the efforts of the North Knox Agricultural and Horticultural Society.[4]'"
"/wiki/Sagadahoc_County,_Maine","Sagadahoc County, Maine",43.91,-69.84,"b'Sagadahoc County (/\xcb\x88s\xc3\xa6\xc9\xa1\xc9\x99d\xc9\x99\xcb\x8ch\xc9\x92k/ SAG-\xc9\x99-d\xc9\x99-hok) is a county located in the U.S. state of Maine. As of the 2010 census, the population was 35,293.[2]  Its county seat is Bath.[3] In geographic area, it is the smallest county in Maine.'"
"/wiki/Piscataquis_County,_Maine","Piscataquis County, Maine",45.84,-69.30,"b'Piscataquis County is a county located in the U.S. state of Maine. As of the 2010 census, its population was 17,535, making it Maine\'s least-populous county.[1] Its county seat is Dover-Foxcroft.[2] The county was incorporated on 23 March 1838, taken from the western part of Penobscot County and the eastern part of Somerset County, and is named for an  Abenaki word meaning ""branch of the river"" or ""at the river branch.""'"
"/wiki/Piscataquis_County,_Maine","Piscataquis County, Maine",45.84,-69.30,"b'Piscataquis County is a county located in the U.S. state of Maine. As of the 2010 census, its population was 17,535, making it Maine\'s least-populous county.[1] Its county seat is Dover-Foxcroft.[2] The county was incorporated on 23 March 1838, taken from the western part of Penobscot County and the eastern part of Somerset County, and is named for an  Abenaki word meaning ""branch of the river"" or ""at the river branch.""'"
/wiki/Sagadahoc_County,"Sagadahoc County, Maine",43.91,-69.84,"b'Sagadahoc County (/\xcb\x88s\xc3\xa6\xc9\xa1\xc9\x99d\xc9\x99\xcb\x8ch\xc9\x92k/ SAG-\xc9\x99-d\xc9\x99-hok) is a county located in the U.S. state of Maine. As of the 2010 census, the population was 35,293.[2]  Its county seat is Bath.[3] In geographic area, it is the smallest county in Maine.'"
"/wiki/Washington_County,_Maine","Washington County, Maine",44.97,-67.61,b''
/wiki/Androscoggin_County,"Androscoggin County, Maine",44.17,-70.21,"b""Androscoggin County is a county in the U.S. state of Maine. As of the 2010 census, the county's population was 107,702.[1] Its county seat is Auburn.[2]"""
"/wiki/Franklin_County,_Maine","Franklin County, Maine",44.98,-70.44,"b'Franklin County is a county located in the state of Maine, in the United States. As of the 2010 census, the population was 30,768,[1] making it the second-least populous county in Maine. Its county seat is Farmington.[2] The county was established on May 9, 1838 and named for Benjamin Franklin.[3]'"
"/wiki/Sagadahoc_County,_Maine","Sagadahoc County, Maine",43.91,-69.84,"b'Sagadahoc County (/\xcb\x88s\xc3\xa6\xc9\xa1\xc9\x99d\xc9\x99\xcb\x8ch\xc9\x92k/ SAG-\xc9\x99-d\xc9\x99-hok) is a county located in the U.S. state of Maine. As of the 2010 census, the population was 35,293.[2]  Its county seat is Bath.[3] In geographic area, it is the smallest county in Maine.'"
"/wiki/Washington_County,_Maine","Washington County, Maine",44.97,-67.61,b''
"/wiki/Cumberland_County,_Maine","Cumberland County, Maine",43.81,-70.33,"b'Cumberland County is a county in the U.S. state of Maine. As of the 2010 census, the population was 281,674,[1] making it the most populous county in Maine. Its county seat is Portland.[2] Cumberland County was founded in 1760 from a portion of York County, Province of Massachusetts Bay, and named for William, Duke of Cumberland, a son of King George II.[3]'"
"/wiki/Washington_County,_Maine","Washington County, Maine",44.97,-67.61,b''
"/wiki/Waldo_County,_Maine","Waldo County, Maine",44.48,-69.12,"b'Waldo County is a county in the state of Maine, in the United States.  As of the 2010 census, the population was 38,786.[1]  Its county seat is Belfast.[2] The county was founded on 7 February 1827 from a portion of Hancock County and named after Brigadier-General Samuel Waldo, proprietor of the Waldo Patent.[3][4]'"
"/wiki/Cumberland_County,_Maine","Cumberland County, Maine",43.81,-70.33,"b'Cumberland County is a county in the U.S. state of Maine. As of the 2010 census, the population was 281,674,[1] making it the most populous county in Maine. Its county seat is Portland.[2] Cumberland County was founded in 1760 from a portion of York County, Province of Massachusetts Bay, and named for William, Duke of Cumberland, a son of King George II.[3]'"
"/wiki/York_County,_Maine","York County, Maine",43.41,-70.67,"b""York County is the southwesternmost county in the U.S. state of Maine, along the state of New Hampshire's eastern border. It is divided from Strafford County, New Hampshire, by the Salmon Falls River, and the connected tidal estuary\xe2\x80\x94the Piscataqua River."""
"/wiki/Waldo_County,_Maine","Waldo County, Maine",44.48,-69.12,"b'Waldo County is a county in the state of Maine, in the United States.  As of the 2010 census, the population was 38,786.[1]  Its county seat is Belfast.[2] The county was founded on 7 February 1827 from a portion of Hancock County and named after Brigadier-General Samuel Waldo, proprietor of the Waldo Patent.[3][4]'"
"/wiki/Cumberland_County,_Maine","Cumberland County, Maine",43.81,-70.33,"b'Cumberland County is a county in the U.S. state of Maine. As of the 2010 census, the population was 281,674,[1] making it the most populous county in Maine. Its county seat is Portland.[2] Cumberland County was founded in 1760 from a portion of York County, Province of Massachusetts Bay, and named for William, Duke of Cumberland, a son of King George II.[3]'"
"/wiki/Aroostook_County,_Maine","Aroostook County, Maine",46.65,-68.59,b''
"/wiki/Kennebec_County,_Maine","Kennebec County, Maine",44.41,-69.77,"b'Kennebec County is a county in the U.S. state of Maine, in the United States. As of the 2010 census, the population was 121,581.[1] Its county seat is Augusta,[2] the state capital. The county was established on February 20, 1799 from portions of Cumberland and Lincoln Counties. The name Kennebec comes from the Eastern Abenaki /k\xc3\xadnipek\xca\xb7/, meaning ""large body of still water, large bay.""[3]'"
"/wiki/Lincoln_County,_Maine","Lincoln County, Maine",44.00,-69.53,"b'Lincoln County is a county located in the U.S. state of Maine. As of the 2010 census, the population was 34,457.[1] Its seat is Wiscasset.[2] The county was founded in 1760 from a portion of York County, Massachusetts and named after the English city Lincoln,[3] the birthplace of Massachusetts Bay Provincial Governor Thomas Pownall.[4]'"
"/wiki/Cumberland_County,_Maine","Cumberland County, Maine",43.81,-70.33,"b'Cumberland County is a county in the U.S. state of Maine. As of the 2010 census, the population was 281,674,[1] making it the most populous county in Maine. Its county seat is Portland.[2] Cumberland County was founded in 1760 from a portion of York County, Province of Massachusetts Bay, and named for William, Duke of Cumberland, a son of King George II.[3]'"
"/wiki/Sagadahoc_County,_Maine","Sagadahoc County, Maine",43.91,-69.84,"b'Sagadahoc County (/\xcb\x88s\xc3\xa6\xc9\xa1\xc9\x99d\xc9\x99\xcb\x8ch\xc9\x92k/ SAG-\xc9\x99-d\xc9\x99-hok) is a county located in the U.S. state of Maine. As of the 2010 census, the population was 35,293.[2]  Its county seat is Bath.[3] In geographic area, it is the smallest county in Maine.'"
"/wiki/Lincoln_County,_Maine","Lincoln County, Maine",44.00,-69.53,"b'Lincoln County is a county located in the U.S. state of Maine. As of the 2010 census, the population was 34,457.[1] Its seat is Wiscasset.[2] The county was founded in 1760 from a portion of York County, Massachusetts and named after the English city Lincoln,[3] the birthplace of Massachusetts Bay Provincial Governor Thomas Pownall.[4]'"
"/wiki/Kennebec_County,_Maine","Kennebec County, Maine",44.41,-69.77,"b'Kennebec County is a county in the U.S. state of Maine, in the United States. As of the 2010 census, the population was 121,581.[1] Its county seat is Augusta,[2] the state capital. The county was established on February 20, 1799 from portions of Cumberland and Lincoln Counties. The name Kennebec comes from the Eastern Abenaki /k\xc3\xadnipek\xca\xb7/, meaning ""large body of still water, large bay.""[3]'"
"/wiki/Aroostook_County,_Maine","Aroostook County, Maine",46.65,-68.59,b''
"/wiki/Waldo_County,_Maine","Waldo County, Maine",44.48,-69.12,"b'Waldo County is a county in the state of Maine, in the United States.  As of the 2010 census, the population was 38,786.[1]  Its county seat is Belfast.[2] The county was founded on 7 February 1827 from a portion of Hancock County and named after Brigadier-General Samuel Waldo, proprietor of the Waldo Patent.[3][4]'"
"/wiki/York_County,_Maine","York County, Maine",43.41,-70.67,"b""York County is the southwesternmost county in the U.S. state of Maine, along the state of New Hampshire's eastern border. It is divided from Strafford County, New Hampshire, by the Salmon Falls River, and the connected tidal estuary\xe2\x80\x94the Piscataqua River."""
"/wiki/Washington_County,_Maine","Washington County, Maine",44.97,-67.61,b''
"/wiki/Sagadahoc_County,_Maine","Sagadahoc County, Maine",43.91,-69.84,"b'Sagadahoc County (/\xcb\x88s\xc3\xa6\xc9\xa1\xc9\x99d\xc9\x99\xcb\x8ch\xc9\x92k/ SAG-\xc9\x99-d\xc9\x99-hok) is a county located in the U.S. state of Maine. As of the 2010 census, the population was 35,293.[2]  Its county seat is Bath.[3] In geographic area, it is the smallest county in Maine.'"
"/wiki/Waldo_County,_Maine","Waldo County, Maine",44.48,-69.12,"b'Waldo County is a county in the state of Maine, in the United States.  As of the 2010 census, the population was 38,786.[1]  Its county seat is Belfast.[2] The county was founded on 7 February 1827 from a portion of Hancock County and named after Brigadier-General Samuel Waldo, proprietor of the Waldo Patent.[3][4]'"
"/wiki/York_County,_Maine","York County, Maine",43.41,-70.67,"b""York County is the southwesternmost county in the U.S. state of Maine, along the state of New Hampshire's eastern border. It is divided from Strafford County, New Hampshire, by the Salmon Falls River, and the connected tidal estuary\xe2\x80\x94the Piscataqua River."""
"/wiki/Piscataquis_County,_Maine","Piscataquis County, Maine",45.84,-69.30,"b'Piscataquis County is a county located in the U.S. state of Maine. As of the 2010 census, its population was 17,535, making it Maine\'s least-populous county.[1] Its county seat is Dover-Foxcroft.[2] The county was incorporated on 23 March 1838, taken from the western part of Penobscot County and the eastern part of Somerset County, and is named for an  Abenaki word meaning ""branch of the river"" or ""at the river branch.""'"
"/wiki/York_County,_Maine","York County, Maine",43.41,-70.67,"b""York County is the southwesternmost county in the U.S. state of Maine, along the state of New Hampshire's eastern border. It is divided from Strafford County, New Hampshire, by the Salmon Falls River, and the connected tidal estuary\xe2\x80\x94the Piscataqua River."""
"/wiki/Lincoln_County,_Maine","Lincoln County, Maine",44.00,-69.53,"b'Lincoln County is a county located in the U.S. state of Maine. As of the 2010 census, the population was 34,457.[1] Its seat is Wiscasset.[2] The county was founded in 1760 from a portion of York County, Massachusetts and named after the English city Lincoln,[3] the birthplace of Massachusetts Bay Provincial Governor Thomas Pownall.[4]'"
"/wiki/Franklin_County,_Maine","Franklin County, Maine",44.98,-70.44,"b'Franklin County is a county located in the state of Maine, in the United States. As of the 2010 census, the population was 30,768,[1] making it the second-least populous county in Maine. Its county seat is Farmington.[2] The county was established on May 9, 1838 and named for Benjamin Franklin.[3]'"
"/wiki/Franklin_County,_Maine","Franklin County, Maine",44.98,-70.44,"b'Franklin County is a county located in the state of Maine, in the United States. As of the 2010 census, the population was 30,768,[1] making it the second-least populous county in Maine. Its county seat is Farmington.[2] The county was established on May 9, 1838 and named for Benjamin Franklin.[3]'"
"/wiki/Penobscot_County,_Maine","Penobscot County, Maine",45.40,-68.63,"b'Penobscot County is a county in the U.S. state of Maine, named for the Penobscot Nation on Wabanakik.[1] As of the 2010 census, the population was 153,923.[2] Its county seat is Bangor.[3] The county was established on February 15, 1816 from part of Hancock County when the area was still part of Massachusetts. Penobscot County is home to the University of Maine.'"
"/wiki/Franklin_County,_Maine","Franklin County, Maine",44.98,-70.44,"b'Franklin County is a county located in the state of Maine, in the United States. As of the 2010 census, the population was 30,768,[1] making it the second-least populous county in Maine. Its county seat is Farmington.[2] The county was established on May 9, 1838 and named for Benjamin Franklin.[3]'"
"/wiki/Piscataquis_County,_Maine","Piscataquis County, Maine",45.84,-69.30,"b'Piscataquis County is a county located in the U.S. state of Maine. As of the 2010 census, its population was 17,535, making it Maine\'s least-populous county.[1] Its county seat is Dover-Foxcroft.[2] The county was incorporated on 23 March 1838, taken from the western part of Penobscot County and the eastern part of Somerset County, and is named for an  Abenaki word meaning ""branch of the river"" or ""at the river branch.""'"
"/wiki/Washington_County,_Maine","Washington County, Maine",44.97,-67.61,b''
"/wiki/Piscataquis_County,_Maine","Piscataquis County, Maine",45.84,-69.30,"b'Piscataquis County is a county located in the U.S. state of Maine. As of the 2010 census, its population was 17,535, making it Maine\'s least-populous county.[1] Its county seat is Dover-Foxcroft.[2] The county was incorporated on 23 March 1838, taken from the western part of Penobscot County and the eastern part of Somerset County, and is named for an  Abenaki word meaning ""branch of the river"" or ""at the river branch.""'"
"/wiki/Somerset_County,_Maine","Somerset County, Maine",45.51,-69.95,"b'Somerset County is a county in the state of Maine, in the United States. As of the 2010 census, the population was 52,228.[1]  Its county seat is Skowhegan.[2]'"
"/wiki/Aroostook_County,_Maine","Aroostook County, Maine",46.65,-68.59,b''
"/wiki/Lincoln_County,_Maine","Lincoln County, Maine",44.00,-69.53,"b'Lincoln County is a county located in the U.S. state of Maine. As of the 2010 census, the population was 34,457.[1] Its seat is Wiscasset.[2] The county was founded in 1760 from a portion of York County, Massachusetts and named after the English city Lincoln,[3] the birthplace of Massachusetts Bay Provincial Governor Thomas Pownall.[4]'"
"/wiki/Hancock_County,_Maine","Hancock County, Maine",44.57,-68.37,"b'Hancock County is a county located in the U.S. state of Maine. As of the 2010 census, the population was 54,418.[1]  Its county seat is Ellsworth.[2] The county was incorporated on June 25, 1789 and named for John Hancock,[3] the first governor of the Commonwealth of Massachusetts. The Commissioners are Antonio Blasi, Steven Joy and Percy Brown.'"
