parkcode,name,latitude,longitude,description,activities,weatherInfo
gois,Governors Island,40.69164233,-74.01670765,"From 1794 to 1966, the U.S. Army on Governors Island was part of the social, political, and economic tapestry of New York City. Today, the island is a vibrant summer seasonal venue of art, culture, and performance against the backdrop of two centuries of military heritage and the skyline of one of the great cities of the world. The island is open to the public, May 1st thru Oct 31st",Biking|Road Biking|Food|Picnicking|Guided Tours|Junior Ranger Program|Museum Exhibits|Shopping|Bookstore and Park Store|Gift Shop and Souvenirs,"During the summer public access season from May to September, the weather is typical of the mid-Atlantic region. Thunderstorms can come quickly with short downpours. There may be extended periods of heat or humidity that might last a week or more. The island is generally a few degrees cooler than the city due to the fairly constant breeze."
grca,Grand Canyon,36.0001165336017,-112.12151636301,"Located in Arizona, Grand Canyon National Park encompasses 277 miles (446 km) of the Colorado River and adjacent uplands. The park is home to much of the immense Grand Canyon; a mile (1.6 km) deep, and up to 18 miles (29 km) wide. Layered bands of colorful rock reveal millions of years of geologic history. Grand Canyon is unmatched in the incomparable vistas it offers visitors from the rim.",Arts and Culture|Cultural Demonstrations|Auto and ATV|Scenic Driving|Astronomy|Stargazing|Biking|Boating|Camping|Backcountry Camping|Car or Front Country Camping|Horse Camping (see also Horse/Stock Use)|Compass and GPS|Fishing|Food|Flying|Guided Tours|Hands-On|Volunteer Vacation|Hiking|Backcountry Hiking|Front-Country Hiking|Horse Trekking|Living History|Paddling|Whitewater Rafting|Junior Ranger Program|Wildlife Watching|Birdwatching|Park Film|Museum Exhibits|Shopping|Bookstore and Park Store,"This weather varies with cold winters and mild pleasant summers, moderate humidity, and considerable diurnal temperature changes at the higher elevations, with hot and drier summers at the bottom of the Grand Canyon along with cool damp winters. Summer thunderstorms and winter snowfall adds to the weather variety in this region."
para,Grand Canyon-Parashant,36.41535465,-113.6682797,"Take a lonely and rocky two-track road in a 4x4 to the edge of the Grand Wash Cliffs. Find a stunning solitary vista deep into the Grand Canyon. Relax in the shade of ponderosas at Mt. Trumbull. Touch ancient waters at Pakoon Springs in one of the driest places in the world. Parashant is remote. There are no crowds here. Be equipped to leave pavement, cell service, and the 21st century behind.",Auto and ATV|Scenic Driving|Astronomy|Stargazing|Biking|Road Biking|Camping|Backcountry Camping|Car or Front Country Camping|Compass and GPS|Orienteering|Flying|Helicopter Flying|Fixed Wing Flying|Hiking|Backcountry Hiking|Horse Trekking|Horseback Riding|Junior Ranger Program|Snowshoeing|Wildlife Watching|Birdwatching|Museum Exhibits,"Parashant is split between low elevation Mojave Desert on the west side and high elevation pinyon/juniper/ponderosa highlands on the east side. Expect sun on average 310 days per year. The summer months of June through September are very hot on the west side with highs above 100°F daily (80°F+ at night) below 2,500 feet. The high elevation east side is ~15°F cooler. Expect heavy afternoon monsoon storms June - September. Roads often stay muddy/icy above 5,500 feet December - February."
grpo,Grand Portage,47.99294217,-89.75573031,Travel into the past to discover the present. Explore the partnership of the Grand Portage Ojibwe and the North West Company during the North American fur trade and the NPS today. Follow pathways into a distant time. Experience the sights and smells of a bustling depot reconstructed in its exact location. Hear the beat of the drum echo over Gichigami - Lake Superior.,Arts and Culture|Craft Demonstrations|Cultural Demonstrations|Camping|Backcountry Camping|Group Camping|Guided Tours|Self-Guided Tours - Walking|Hiking|Front-Country Hiking|Living History|Reenactments|Junior Ranger Program|Skiing|Cross-Country Skiing|Wildlife Watching|Birdwatching|Park Film|Museum Exhibits|Shopping|Bookstore and Park Store|Gift Shop and Souvenirs,"Short, warm summers and long, cold winters define the climate of northern Minnesota. Average range of summer temperature is from 55°F to 78°F in July and average range of winter temperatures is from –11°F to 12°F in January. Average annual precipitation in Grand Portage, MN is about 32 inches."
grte,Grand Teton,43.81853565,-110.7054666,"Rising above a scene rich with extraordinary wildlife, pristine lakes, and alpine terrain, the Teton Range stands as a monument to the people who fought to protect it. These are mountains of the imagination. Mountains that led to the creation of Grand Teton National Park where you can explore over two hundred miles of trails, float the Snake River, and enjoy the serenity of this remarkable place.",Arts and Culture|Cultural Demonstrations|Auto and ATV|Scenic Driving|Biking|Road Biking|Boating|Motorized Boating|Sailing|Boat Tour|Camping|Backcountry Camping|Canoe or Kayak Camping|Car or Front Country Camping|Horse Camping (see also Horse/Stock Use)|Group Camping|RV Camping|Climbing|Rock Climbing|Mountain Climbing|Ice Climbing|Fishing|Freshwater Fishing|Fly Fishing|Food|Dining|Guided Tours|Self-Guided Tours - Auto|Boat Tour|Hiking|Backcountry Hiking|Front-Country Hiking|Off-Trail Permitted Hiking|Horse Trekking|Horse Camping (see also camping)|Horseback Riding|Hunting and Gathering|Hunting|Paddling|Canoeing|Canoe or Kayak Camping|Kayaking|Stand Up Paddleboarding|Junior Ranger Program|Skiing|Cross-Country Skiing|Snowmobiling|Snowshoeing|Water Skiing|Wildlife Watching|Birdwatching|Shopping|Bookstore and Park Store,"Grand Teton National Park has long, cold winters—snow and frost are possible any month. April, May, & June - Mild days and cool nights alternate with rain and snow. July & August - Warm days and cool nights prevail, with afternoon thundershowers common. September, October, & November - Sunny days and cold nights alternate with rain and occasional snowstorms. December to April - Between storms the days are sunny and nights are frigid. Snow blankets the mountains and valley."
grko,Grant-Kohrs Ranch,46.41358923,-112.7467024,"Wide open spaces, the hard-working cowboy, his spirited cow pony, and vast herds of cattle are among the strongest symbols of the American West. Once the headquarters of a 10 million acre cattle empire, Grant-Kohrs Ranch National Historic Site preserves these symbols and commemorates the role of cattlemen in American history.",Guided Tours|Hiking|Front-Country Hiking|Living History|Wildlife Watching|Birdwatching,"Spring: Temperatures can fluctuate greatly. Sub-freezing temperatures in the morning can give way to mild days. Snow in early spring, rain in late season. Summer: Temperatures can average 70-80 F, but can reach highs of 100 F. Rain rare. Dry and hot. Fall: Temperatures can fluctuate greatly. Sub-freezing mornings can give way to mild days. Rain in early fall likely. Winter: Temperature can fall to -30 F, with highs of 10-20 F. Snow is possible. Cold weather gear is highly recommended."
grba,Great Basin,38.94617378,-114.2579782,"From the 13,063-foot summit of Wheeler Peak, to the sage-covered foothills, Great Basin National Park is a place to sample the stunning diversity of the larger Great Basin region. Come and partake of the solitude of the wilderness, walk among ancient bristlecone pines, bask in the darkest of night skies, and explore mysterious subterranean passages. There's a whole lot more than just desert here!",Auto and ATV|Scenic Driving|Astronomy|Stargazing|Biking|Road Biking|Camping|Backcountry Camping|Car or Front Country Camping|Horse Camping (see also Horse/Stock Use)|Group Camping|RV Camping|Caving|Climbing|Fishing|Freshwater Fishing|Fly Fishing|Food|Dining|Picnicking|Guided Tours|Hiking|Backcountry Hiking|Front-Country Hiking|Off-Trail Permitted Hiking|Horse Trekking|Horse Camping (see also camping)|Horseback Riding|Hunting and Gathering|Gathering and Foraging|Junior Ranger Program|Skiing|Cross-Country Skiing|Downhill Skiing|Snowshoeing|Wildlife Watching|Birdwatching|Park Film|Museum Exhibits|Shopping|Bookstore and Park Store|Gift Shop and Souvenirs,"There is almost an 8,000 ft (2,400 m) difference in elevation between Wheeler Peak and the valley floor. Weather conditions in the park vary with elevation. In late spring and early summer, days in the valley may be hot, yet the snow pack may not have melted in the higher elevations. The Great Basin is a desert, with low relative humidity and sharp drops in temperature at night. In the summer, fierce afternoon thunderstorms are common. It can snow any time of the year at high elevations."
greg,Great Egg Harbor River,39.3042,-74.6497,"The River gradually widens as it picks up the waters of 17 tributaries on its way to Great Egg Harbor and the Atlantic Ocean. Established by Congress in 1992, nearly all of this 129-mile river system rests within the Pinelands National Reserve. This National Park Service unit is unusual in that local jurisdictions continue to administer the lands.",Astronomy|Stargazing|Biking|Boating|Camping|Fishing|Freshwater Fishing|Saltwater Fishing|Food|Picnicking|Guided Tours|Self-Guided Tours - Walking|Hiking|Hunting and Gathering|Hunting|Paddling|Canoeing|Canoe or Kayak Camping|Kayaking|Stand Up Paddleboarding|Tubing|River Tubing|Wildlife Watching|Birdwatching,"Temperate, with a moderating influence of the Atlantic Ocean."
grfa,Great Falls,38.98776107,-77.25128326,"At Great Falls, the Potomac River builds up speed and force as it falls over a series of steep, jagged rocks and flows through the narrow Mather Gorge. The Patowmack Canal offers a glimpse into the early history of this country. Great Falls Park has many opportunities to explore history and nature, all in a beautiful 800-acre park only 15 miles from the Nation's Capital.",Guided Tours|Hiking|Paddling|Kayaking|Park Film,"The Washington, D.C. area has a four-season Mid-Atlantic climate. Summertime is warm and humid, while winter can be cold and snowy. Precipitation averages 2-4” monthly, year-round."
grsa,Great Sand Dunes,37.79256812,-105.5919572,"Open all day and night year round, the tallest dunes in North America are the centerpiece in a diverse landscape of grasslands, wetlands, conifer and aspen forests, alpine lakes, and tundra. Experience a starry sky on moonless nights, or a surreal walk on the dunes under bright full moonlight.",Arts and Culture|Craft Demonstrations|Live Music|Auto and ATV|Auto Off-Roading|Astronomy|Stargazing|Biking|Mountain Biking|Camping|Backcountry Camping|Car or Front Country Camping|Horse Camping (see also Horse/Stock Use)|Group Camping|RV Camping|Climbing|Mountain Climbing|Compass and GPS|Orienteering|Fishing|Freshwater Fishing|Fly Fishing|Food|Dining|Picnicking|Guided Tours|Hands-On|Arts and Crafts|Volunteer Vacation|Hiking|Backcountry Hiking|Front-Country Hiking|Off-Trail Permitted Hiking|Horse Trekking|Horse Camping (see also camping)|Horseback Riding|Hunting and Gathering|Hunting|Junior Ranger Program|Tubing|River Tubing|Skiing|Cross-Country Skiing|Downhill Skiing|Snow Play|Snowshoeing|Swimming|Freshwater Swimming|Water Skiing|Wildlife Watching|Birdwatching|Park Film|Museum Exhibits|Shopping|Bookstore and Park Store|Gift Shop and Souvenirs,"Temperatures are relatively cool all year, thanks to the park and preserve's high elevation. Conditions are most often calm, but winds can arise, especially in spring and during storm fronts. Daytime temperatures feel warmer here year round due to intense high-altitude sunlight, and a scorching mid-day summer sand surface. Plan to explore the dunes morning or evening during summer. Nights are cool in summer, and frigid in winter. Visit the Great Sand Dunes website for the most accurate weather forecasts."
grsm,Great Smoky Mountains,35.60116374,-83.50818326,"Ridge upon ridge of forest straddles the border between North Carolina and Tennessee in Great Smoky Mountains National Park. World renowned for its diversity of plant and animal life, the beauty of its ancient mountains, and the quality of its remnants of Southern Appalachian mountain culture, this is America's most visited national park.",Arts and Culture|Live Music|Auto and ATV|Scenic Driving|Astronomy|Stargazing|Biking|Road Biking|Camping|Backcountry Camping|Car or Front Country Camping|Horse Camping (see also Horse/Stock Use)|Group Camping|RV Camping|Fishing|Freshwater Fishing|Fly Fishing|Food|Picnicking|Guided Tours|Self-Guided Tours - Auto|Hands-On|Citizen Science|Hiking|Backcountry Hiking|Front-Country Hiking|Horse Trekking|Horse Camping (see also camping)|Horseback Riding|Junior Ranger Program|Wildlife Watching|Birdwatching|Park Film|Museum Exhibits|Shopping|Bookstore and Park Store,"Elevations in the park range from approximately 875 feet to 6,643 feet and the topography can drastically affect local weather. Temperatures can vary 10-20 degrees Fahrenheit from mountain base to top, and clear skies lower down do not guarantee equally pleasant weather at higher elevations. Visit http://www.nps.gov/grsm/planyourvisit/weather.htm for seasonal weather information and links to local forecasts."
grsp,Green Springs,38.037099,-78.189823,"Green Springs National Historic Landmark District in Virginia’s Piedmont encompasses over 14,000 acres. Its landscapes and structures, privately owned today but viewable from public roads, offer a continuum of rural vernacular architecture with minimal alteration. Many of the farmsteads, often dating to the 19th century and connecting to one another visually, are preserved through easements.",Auto and ATV|Scenic Driving|Biking,"Louisa County, Virginia enjoys a temperate climate with hot, humid summers and cool winters."
gree,Greenbelt,38.98328267,-76.89722133,"Greenbelt Park is located in suburban Greenbelt, Maryland. Visit to enjoy affordable camping, peaceful surroundings and National Park Service hospitality. Greenbelt Park has a 174 site campground, nine miles of trails and three picnic areas.",Camping|Group Camping|RV Camping|Food|Picnicking|Hiking|Front-Country Hiking|Junior Ranger Program|Playground|Wildlife Watching,"The Washington, D.C. area has a four-season Mid-Atlantic climate. Summertime is warm and humid, while winter can be cold and snowy. Spring: During these months of transition, the weather can alternate from warm, humid air coming from the south to cold, dry air coming from the northwest. Be prepared for changing conditions. Summer: The warmest months are June, July, and August, with average highs in the 80s (~31 ?) combined with high humidity. Fall: Expect a drop in temperature and humidity in September"
gumo,Guadalupe Mountains,31.92304462,-104.885527,"Come experience mountains and canyons, desert and dunes, night skies and spectacular vistas within a place unlike any other. Guadalupe Mountains National Park protects the world's most extensive Permian fossil reef, the four highest peaks in Texas, an environmentally diverse collection of flora and fauna, and the stories of lives shaped through conflict, cooperation and survival.",Auto and ATV|Auto Off-Roading|Camping|Backcountry Camping|Car or Front Country Camping|Horse Camping (see also Horse/Stock Use)|Group Camping|RV Camping|Guided Tours|Self-Guided Tours - Walking|Hiking|Backcountry Hiking|Front-Country Hiking|Horse Trekking|Horse Camping (see also camping)|Horseback Riding|Junior Ranger Program|Wildlife Watching|Birdwatching|Museum Exhibits,"The Guadalupe Mountains are known for high winds year-round; gusts can reach 60MPH or higher. In winter the mountains experiences occasional, light snowfalls which seldom last more than a day. From May through October, temperatures vary with highs between 80F-100F+ with lows in the 40F-60F range. November to April is generally milder with highs in between 50F-70F with lows in the 30F-50F range. Elevations above 8,000’ will be about 10F cooler than headquarters, with corresponding wind-chill."
guco,Guilford Courthouse,36.13225478,-79.8424561,"""I never saw such fighting since God made me. The Americans fought like demons."" - Lt. General Charles, Earl Cornwallis On March 15, 1781, six years into the American Revolution, General Greene and Lord Cornwallis' troops faced off at a small courthouse community. This 2.5 hour battle would change the course of the Southern Campaign of the American Revolution.",Arts and Culture|Theater|Auto and ATV|Scenic Driving|Biking|Road Biking|Guided Tours|Self-Guided Tours - Walking|Self-Guided Tours - Auto|Living History|Junior Ranger Program|Park Film|Museum Exhibits,https://www.nps.gov/guco/planyourvisit/weather.htm Summers are warm to hot and humid with the occasional thunderstorm. Spring and Fall are cool with rainy periods. Winter is mild and cold with snow and ice possible in January and February. Wear comfortable clothing for the season and good walking shoes year round!
guis,Gulf Islands,30.29924926,-87.75064297,"What is it that entices people to the sea? Poet John Masefield wrote, “I must go down to the seas again, for the call of the running tide is a wild call and a clear call that may not be denied.” Millions of visitors are drawn to the islands in the northern Gulf of Mexico for the white sandy beaches, the aquamarine waters, a boat ride, a camping spot, a tour of an old fort, or a place to fish.",Biking|Boating|Camping|Backcountry Camping|Canoe or Kayak Camping|Car or Front Country Camping|Group Camping|RV Camping|Fishing|Saltwater Fishing|Food|Picnicking|Guided Tours|Self-Guided Tours - Walking|Self-Guided Tours - Auto|Boat Tour|Hands-On|Citizen Science|Hiking|Front-Country Hiking|Horse Trekking|Horseback Riding|Hunting and Gathering|Hunting|Living History|Historic Weapons Demonstration|Paddling|Canoeing|Kayaking|Stand Up Paddleboarding|Junior Ranger Program|SCUBA Diving|Snorkeling|Swimming|Saltwater Swimming|Wildlife Watching|Birdwatching|Park Film|Museum Exhibits|Shopping|Bookstore and Park Store,"Weather along the northern coast of the Gulf of Mexico can change quickly. During the winter temperatures range from 40-70 degrees fahrenheit, rain is less common than other seasons. Snow and freezing temperatures are not common. During the summer temperatures range from 70-100+ degrees fahrenheit. Rain is common during the summer with many thunderstorms. Hurricanes impact the area during the tropical storm season between June and November. Tornadoes can impact the area during the Spring and Fall."
hafo,Hagerman Fossil Beds,42.79074114,-114.9443074,"Did you know that horses evolved in North America? The Hagerman horse, Equus simplicidens, is the first true one-toed horse. It's the park's most famous fossil, but we have fossils from over two hundred other species too! From the saber-toothed cat, mastodon, bear, camel, and ground sloth, to smaller animals like rodents and frogs, the scientific study of Pliocene fossils is the key to Hagerman.",Auto and ATV|Scenic Driving|Biking|Road Biking|Food|Picnicking|Guided Tours|Self-Guided Tours - Walking|Hiking|Front-Country Hiking|Junior Ranger Program|Park Film|Museum Exhibits|Shopping|Bookstore and Park Store,"Hagerman, Idaho, gets 10 inches of rain per year. On average, there are 213 sunny days per year in Hagerman, Idaho. The July high is around 94 degrees. The January low is 22. Our comfort index, which is based on humidity during the hot months, is a 78 out of 100, where higher is more comfortable. The US average on the comfort index is 44."
hale,Haleakalā,20.70693015,-156.1591775,"This special place vibrates with stories of ancient and modern Hawaiian culture and protects the bond between the land and its people. The park also cares for endangered species, some of which exist nowhere else. Come visit this special place - renew your spirit amid stark volcanic landscapes and sub-tropical rain forest with an unforgettable hike through the backcountry.",Camping|Backcountry Camping|Guided Tours|Bus/Shuttle Guided Tour|Hiking|Junior Ranger Program|Swimming|Shopping,"On any given day, the temperatures in the park can range from a high of 80°F (27°C) in Kīpahulu to a low of 30°F (-1°C) at the summit. In either area clouds and rain can quickly replace warm sunshine. Weather in the high-elevation summit and wilderness areas of the park is highly unpredictable and changes often. Cool temperatures, intense solar radiation, and rapidly moving clouds are characteristic. On average, the temperature drops about 3°F for every 1,000 foot rise in elevation."
hagr,Hamilton Grange,40.81871605,-73.94878487,"Alexander Hamilton created the tools for the success of the United States. From his humble beginnings as an orphan on the Caribbean island of Nevis, he became George Washington's right-hand man. Come visit Hamilton Grange and find out more about this controversial founder and the country home that he built on his Harlem estate.",Arts and Culture|Guided Tours|Hands-On|Living History|Junior Ranger Program|Park Film|Museum Exhibits,"New York City has a temperate climate, and temperatures in northern Manhattan are frequently several degrees cooler than those in the southern part of the city."
hamp,Hampton,39.4175296,-76.58781182,"Once possibly the largest private home in America by 1790, the Hampton mansion serves as a grand example of late-Georgian architecture in America. Hampton is also the story of its people, as the estate evolved through the actions of the Ridgely family, enslaved African Americans, European indentured servants, and paid laborers within a nation struggling to define its own concept of freedom.",Arts and Culture|Craft Demonstrations|Live Music|Food|Picnicking|Guided Tours|Self-Guided Tours - Walking|Hands-On|Arts and Crafts|Hiking|Living History|Junior Ranger Program|Wildlife Watching|Birdwatching|Museum Exhibits|Shopping|Bookstore and Park Store|Gift Shop and Souvenirs,Weather during the spring and fall months tend to be mild. Visitors can expect mild to severe seasonal weather during the winter and summer months. Inclement weather may impact park hours of operation year round. Refer to the park alerts or call ahead to confirm operating hours.
haha,Harmony Hall,38.74646351,-77.00377069,"The 18th century Harmony Hall mansion is located on a 62.5-acre open pasture land estate along the Potomac River. This estate was purchased by the National Park Service in 1966, to preserve southern Maryland cultural heritage. Surrounded by a rich landscape, it offers visitors many chances to connect with Colonial History. The park also home to the remains of the Want Water House and canal.",Wildlife Watching|Birdwatching,"Summers are generally hot and humid, with daytime highs frequently above 90 degrees Fahrenheit and scattered afternoon thunderstorms. Winters are generally cold, with nighttime lows frequently near freezing and occasional snowfall. Weather during spring and fall is generally moderate, but can change quickly.."
hafe,Harpers Ferry,39.31865949,-77.74088546,"A visit to this quaint, historic community, at the confluence of the Potomac and Shenandoah rivers, is like stepping into the past. Stroll the picturesque streets, visit exhibits and museums, or hike our trails and battlefields. Spend a day or a weekend. We have something for everyone, so come and discover Harpers Ferry!",Guided Tours|Hiking|Living History|Junior Ranger Program|Shopping|Bookstore and Park Store,"Harpers Ferry experiences all four seasons - the cold and snow of winter, the rain and flowers of spring, the humidity and sunshine of summer, and the chill and leave change of fall. We will strive to keep you up-to-date as Harpers Ferry's landscape changes with the seasons. To see the current weather or the forecasted weather for Harpers Ferry, please visit the National Weather Service site and set the zip code to 25425."
hart,Harriet Tubman,42.9128920286894,-76.5646715462208,"Harriet Tubman was guided by a deep faith and devotion to family, freedom, and community. After emancipating herself and members of her family, she moved them from Ontario, Canada to Fleming and Auburn, New York in 1859. Central New York was a center for progressive thought, abolition, and women’s suffrage where Tubman continued to fight for human rights and dignity until she died in 1913.",Food|Dining|Picnicking|Museum Exhibits|Shopping|Gift Shop and Souvenirs,"Auburn, New York has four distinct seasons. Fall and spring are usually mild and summers tend to be sunny, warm, and humid. Winter weather is variable and conditions can change quickly. Snow in November is not uncommon. The heaviest snowfall tends to be in January with an average of 33”."
hatu,Harriet Tubman Underground Railroad,38.4548643510713,-76.1373451375579,Harriet Tubman was a deeply spiritual woman who lived her ideals and dedicated her life to freedom. She is the Underground Railroad’s best known conductor and before the Civil War repeatedly risked her life to guide nearly 70 enslaved people north to new lives of freedom. This new national historical park preserves the same landscapes that Tubman used to carry herself and others away from slavery.,Food|Picnicking|Guided Tours|Self-Guided Tours - Walking|Park Film|Museum Exhibits,"Cambridge, Maryland generally experiences warm, humid summers and mild winters. Average summertime highs are in the 80s, with evening lows in the 60s. Winter temperatures usually range from the 30s to the 50s. Spring and fall are variable, but tend to be in the 50s and 60s. Precipitation is spread throughout the year. For more information, see: http://forecast.weather.gov/MapClick.php?lat=38.37100441991913&lon=-76.13347536809295#.WCNeYWorLIU"
hstr,Harry S Truman,38.92711967,-94.5162488,"President Harry S Truman took America from its traditional isolationism into the age of international involvement. Despite his power, he never forgot where he came from. Today, visitors can experience the surroundings Truman knew as a young man of modest ambition through his political career and final years as a former president.",Guided Tours|Self-Guided Tours - Walking|Junior Ranger Program|Park Film|Museum Exhibits|Shopping|Bookstore and Park Store,"Located on the western edge of Missouri, the park enjoys each of the four seasons. Early spring brings frequent and rapid fluctuations in weather. The summer season has warm days, periods of high heat and humidity, and mild nights. The fall season is normally mild with sunny days and cool nights. Winters can be cold. The January low averages 21 degrees. The area receives a yearly average of 37 inches of rain per year and around 18 inches of snow."
havo,Hawai'i Volcanoes,19.3355036,-155.4700257,"Hawai‘i Volcanoes National Park protects some of the most unique geological, biological, and cultural landscapes in the world. Extending from sea level to 13,677 feet, the park encompasses the summits of two of the world's most active volcanoes - Kīlauea and Mauna Loa.",Arts and Culture|Biking|Camping|Backcountry Camping|Car or Front Country Camping|Guided Tours|Hiking|Backcountry Hiking|Front-Country Hiking|Junior Ranger Program|Wildlife Watching|Birdwatching|Park Film|Museum Exhibits|Shopping|Bookstore and Park Store|Gift Shop and Souvenirs,"The weather at Kīlauea's summit (4000' elevation) varies daily and may be rainy and chilly any time of the year. Temperature varies by elevation. At the summit of the volcano, temperatures may be 12 to 15 degrees cooler than at sea level. The coastal plain at the end of Chain of Craters Road, where lava crossed the road in 2003, is often hot, dry, and windy with the possibility of passing showers."
heho,Herbert Hoover,41.66793558,-91.35232139,"Orphaned at age nine, Herbert Hoover left West Branch never to live here again. In later years, he returned to his humble birthplace to celebrate his long career of public service. A memorial landscape remains to tell his story: how community, hard work, honesty, and usefulness to others opened a world of opportunity— and the presidency of the United States— to a child of simple beginnings.",Arts and Culture|Craft Demonstrations|Food|Picnicking|Guided Tours|Self-Guided Tours - Walking|Hiking|Front-Country Hiking|Junior Ranger Program|Wildlife Watching|Birdwatching|Park Film|Museum Exhibits,"Spring and fall are mild with moderate temperatures. Average high temperatures in the spring and fall are between 50° and 60° F, with lows from 40° F to 50° F. Summer is hot and humid with average highs around 85° F. Winter can be cold, windy, and snowy with highs averaging 30° F or lower. Rain and thunderstorms are most frequent in the spring and summer."
jame,Historic Jamestowne,37.2065,-76.7538,"Walk in the steps of Captain John Smith and Pocahontas where a successful English colonization of North America began. Despite early struggles to survive, the 1607 settlement evolved into a prosperous colony. As the colony expanded, the Virginia Indians were pushed out of their homeland. In 1619, the arrival of Africans was recorded, marking the origin of slavery in English North America.",Guided Tours|Self-Guided Tours - Walking|Living History|First Person Interpretation|Junior Ranger Program,http://www.nps.gov/jame/planyourvisit/weather.htm
hofr,Home Of Franklin D Roosevelt,41.76639758,-73.92516857,"Home to the 32nd and longest-serving president of the United States, Franklin D. Roosevelt returned to Hyde Park often, drawing on this place to renew his spirit during times of personal and political crisis. Explore the Roosevelt saga in the homes of Franklin and Eleanor Roosevelt, the exhibits at the nation’s first Presidential Library, and over a thousand acres of gardens and trails.",Compass and GPS|Geocaching|Guided Tours|Hands-On|Citizen Science|Junior Ranger Program,"Spring: Temperatures usually range from 40°F to 70°F. Rain is not uncommon. Summer: Temperatures usually range from 70° F to 100° F. Humidity can be high throughout the summer months with periods of rain. Fall: Temperatures usually range from 40° F to 70° F. Peak leaf season is mid-October. Rain is not uncommon. Winter: Temperatures usually range from 30° F to 50°F. Ice, Freezing Rain and Snow are not uncommon."
home,Homestead,40.28802381,-96.83387781,"The Homestead Act of 1862 transformed the world. Millions were invited to file claims including, families, immigrants, single women, and freed slaves. Over 10 percent of the United States was homesteaded! The land, long inhabited by American Indian cultures, changed forever. Homesteaders created settlements and farms, drove industrial advancement, and built our nation chasing the American Dream.",Arts and Culture|Compass and GPS|Geocaching|Food|Picnicking|Guided Tours|Self-Guided Tours - Walking|Hiking|Hunting and Gathering|Gathering and Foraging|Living History|Junior Ranger Program|Wildlife Watching|Birdwatching|Park Film|Museum Exhibits|Shopping,https://forecast.weather.gov/MapClick.php?lat=40.287780000000055&lon=-96.83391999999998#.X7vZ2BNKjq4
hono,Honouliuli,21.38817536,-158.0574991,"Although not yet open to the public, Honouliuli National Historic Site will tell the history of internment, martial law, and the experience of prisoners of war in Hawai‘i during World War II. Honouliuli National Historic Site will be a place to reflect on wartime experiences and recommit ourselves to the pursuit of freedom and justice.",Shopping|Bookstore and Park Store,The temperature ranges from 70°F/22°C to 85°F/29°C year round with light tropical showers common.
hocu,Hopewell Culture,39.31594374,-83.08049456,"Nearly 2000 years ago, American Indians built dozens of monumental mounds and earthen enclosures in southern Ohio. These earthwork complexes were ceremonial landscapes used for feasts, funerals, rituals, and rites of passage associated with an American Indian religious movement that swept over half the continent for almost 400 years. Come walk among the earthworks and experience the past.",Arts and Culture|Biking|Road Biking|Food|Dining|Guided Tours|Self-Guided Tours - Walking|Junior Ranger Program|Museum Exhibits|Shopping|Bookstore and Park Store,"The park lies in a humid continental zone with a generally temperate climate. Winters are mildly cold with average temperatures around 30 degrees (F). Summers are hot and humid with an average temperature around 75 degrees (F). Average annual total rainfall is just under 38"". Snowfall in the winter is generally light with an average total snowfall of less than 24""."
hofu,Hopewell Furnace,40.20610637,-75.76766355,"Hopewell Furnace showcases an early American landscape of industrial operations from 1771-1883, Hopewell and other ""iron plantations"" laid the foundation for the transformation of the United States into an industrial giant for the time. The park's 848 acres and historic structures illustrate the business, technology and lifestyle of our growing nation.",Arts and Culture|Craft Demonstrations|Cultural Demonstrations|Astronomy|Stargazing|Biking|Compass and GPS|Geocaching|Food|Picnicking|Guided Tours|Self-Guided Tours - Walking|Hands-On|Volunteer Vacation|Hiking|Horse Trekking|Horseback Riding|Hunting and Gathering|Gathering and Foraging|Living History|Junior Ranger Program|Skiing|Cross-Country Skiing|Wildlife Watching|Birdwatching|Park Film|Museum Exhibits|Shopping|Bookstore and Park Store|Gift Shop and Souvenirs,"Summers are generally humid with daily temps. averaging 83 degrees (F) for a high and 60 degrees (F) for a low. Daily temps. in January average 38 degrees (F) for a high and 20 degrees (F) for a low. Precipitation averages 3-5 inches of rain per month during spring, summer and autumn. During winter conditions can be icy with snow accumulating up to several inches."
